SurveyYear,OutputFileName,Section,FinalVariableDescription,ResponseCode,ResponseText,Question,Type,RecodeFlag,VariableName,Instrument Out Variable Name,FinalDocName,FinalItemText,FinalDocUniverse,FinalDocUniverseDescription,DocSources,DocRecodes,DocKeywords,DocNotes,Qbank,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Time since last saw dentist,,,CAU.160_00.000,, ,CDNLONGR,CDENLONG,CDNLONGR,"About how long has it been since {S.C. name} last saw a dentist?  Include all types of dentists, such as orthodontists, oral surgeons, and all other dental specialists, as well as dental hygienists.",CSTATFLG='1' and ('001' <= AGE<= '017'),Sample children 1-17 years,None,None,dental visit; dental contact; oral health; advice; treatment,"In 2000, age group changed to include children one year of age",,,,,,,,
2017,Sample Child,CAU,Time since last saw dentist,0,Never,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Time since last saw dentist,1,6 months or less,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Time since last saw dentist,2,"More than 6 months, but not more than 1 year ago",,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Time since last saw dentist,3,"More than 1 year, but not more than 2 years ago",,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Time since last saw dentist,4,"More than 2 years, but not more than 5 years ago",,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Time since last saw dentist,5,More than 5 years ago,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Time since last saw dentist,7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Time since last saw dentist,8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Time since last saw dentist,9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",,,CAU.170_01.000,, ,CHCSYR11,CHCSYR1_2,CHCSYR11,"DURING THE PAST 12 MONTHS, has anyone in the family seen or talked to any of the following health care providers about {S.C. name}'s health?  ?  An optometrist, ophthalmologist, or eye doctor (someone who prescribes eyeglasses)",CSTATFLG='1' and (AGE LE '001' and AGE NE ' '),Sample children LE 1 year,None,None,doctor visit/contact; medical advice; treatment; vision care,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",,,CAU.170_02.000,, ,CHCSYR12,CHCSYR1_3,CHCSYR12,"DURING THE PAST 12 MONTHS, has anyone in the family seen or talked to any of the following health care providers about {S.C. name}'s health?  ?   A foot doctor",CSTATFLG='1' and (AGE LE '001' and AGE NE ' '),Sample children LE 1 year,None,None,doctor visit/contact; medical advice; treatment; podiatrist,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",,,CAU.170_03.000,, ,CHCSYR13,CHCSYR1_5,CHCSYR13,"DURING THE PAST 12 MONTHS, has anyone in the family seen or talked to any of the following health care providers about {S.C. name}'s health? ?  A physical therapist, speech therapist, respiratory  therapist, audiologist, or occupational therapist?",CSTATFLG='1' and (AGE LE '001' and AGE NE ' '),Sample children LE 1 year,None,None,doctor visit/contact; medical advice; therapy; PT; OT; RT,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a NP/PA, past 12 m",,,CAU.170_04.000,, ,CHCSYR14,CHCSYR1_6,CHCSYR14,"DURING THE PAST 12 MONTHS, has anyone in the family seen or talked to any of the following health care providers about {S.C. name}'s health?  ?  A nurse practitioner, physician assistant or midwife?",CSTATFLG='1' and (AGE LE '001' and AGE NE ' '),Sample children LE 1 year,None,None,doctor visit/contact; midwife; nurse; physician assistant,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a NP/PA, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a NP/PA, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a NP/PA, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a NP/PA, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a NP/PA, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to mental health professional, past 12 m",,,CAU.175_01.000,, ,CHCSYR1,CHCSYR_1,CHCSYR1,"DURING THE PAST 12 MONTHS, have you seen or talked to any of the following health care providers about {S.C. name}'s health?... A mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,doctor visit/contact; medical advice; treatment; therapy; counseling,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to mental health professional, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to mental health professional, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to mental health professional, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to mental health professional, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to mental health professional, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",,,CAU.175_02.000,, ,CHCSYR2,CHCSYR_2,CHCSYR2,"DURING THE PAST 12 MONTHS, have you seen or talked to any of the following health care providers about {S.C. name}'s health?... An optometrist, ophthalmologist, or eye doctor (someone who prescribes eyeglasses)",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,doctor visit/contact; medical advice; vision care; eye doctor,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to eye doctor, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",,,CAU.175_03.000,, ,CHCSYR3,CHCSYR_3,CHCSYR3,"DURING THE PAST 12 MONTHS, have you seen or talked to any of the following health care providers about {S.C. name}'s health?... A foot doctor",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,doctor visit/contact; medical advice; treatment; podiatrist,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to foot doctor, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to chiropractor, past 12 m",,,CAU.175_04.000,, ,CHCSYR4,CHCSYR_4,CHCSYR4,"DURING THE PAST 12 MONTHS, have you seen or talked to any of the following health care providers about {S.C. name}'s health?... A chiropractor",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,doctor visit/contact; medical advice; treatment; chiropractor,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to chiropractor, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to chiropractor, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to chiropractor, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to chiropractor, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to chiropractor, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",,,CAU.175_05.000,, ,CHCSYR5,CHCSYR_5,CHCSYR5,"DURING THE PAST 12 MONTHS, have you seen or talked to any of the following health care providers about {S.C. name}'s health?... A physical therapist, speech therapist, respiratory therapist, audiologist, or occupational therapist",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,doctor visit/contact; medical advice; treatment; therapist; PT; OT; RT,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to therapist (PT/OT/etc), past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to NP/PA/midwife, past 12 m",,,CAU.175_06.000,, ,CHCSYR6,CHCSYR_6,CHCSYR6,"DURING THE PAST 12 MONTHS, have you seen or talked to any of the following health care providers about {S.C. name}'s health?... A nurse practitioner, physician assistant, or midwife",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,doctor visit/contact; midwife; nurse; physician assistant,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to NP/PA/midwife, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to NP/PA/midwife, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to NP/PA/midwife, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to NP/PA/midwife, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to NP/PA/midwife, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to obstetrician/gynecologist, past 12 m",,,CAU.230_00.000,, ,CHCSYR7,CHCSYR7,CHCSYR7,"DURING THE PAST 12 MONTHS, have you seen or talked to a doctor who specializes in women's health (an obstetrician/gynecologist) about {S.C. name}'s health?",CSTATFLG='1' and ('015' <= AGE<= '017') and SEX = '2',Sample female children 15-17 years,None,None,doctor visit/contact; treatment; gynecologist; obstetrician,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to obstetrician/gynecologist, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to obstetrician/gynecologist, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to obstetrician/gynecologist, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to obstetrician/gynecologist, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to obstetrician/gynecologist, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a medical specialist, past 12 m",,,CAU.240_01.000,, ,CHCSYR81,CHCSYR8_1,CHCSYR81,"DURING THE PAST 12 MONTHS, have you seen or talked to the following about {S.C. name}'s health?... A medical doctor who specializes in a particular medical disease or problem (other than obstetrician/gynecologist, psychiatrist or ophthalmologist)?",CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,doctor visit/contact; medical advice; treatment; specialist,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a medical specialist, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a medical specialist, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a medical specialist, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a medical specialist, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a medical specialist, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a general doctor, past 12 m",,,CAU.240_02.000,, ,CHCSYR82,CHCSYR8_2,CHCSYR82,"DURING THE PAST 12 MONTHS, have you seen or talked to the following about {S.C. name}'s health?... A general doctor who treats a variety of illnesses (a doctor in general practice, pediatrics, family medicine, or internal medicine)?",CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,doctor visit/contact; general practitioner; internist; family doctor,None,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a general doctor, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a general doctor, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a general doctor, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a general doctor, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Seen/talked to a general doctor, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor treats both children and adults,,,CAU.260_00.000,, ,CHCSYR10,CHCSYR10,CHCSYR10,Does that doctor treat children and adults (a doctor in general practice or family medicine)?,CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CHCSYR82 = '1',Sample children LE 17 years who have seen or talked to a general doctor during the past 12 months,None,None,doctor visit/contact; general practitioner; internist; family doctor,None,,,,,,,,
2017,Sample Child,CAU,Doctor treats both children and adults,1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor treats both children and adults,2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor treats both children and adults,7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor treats both children and adults,8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor treats both children and adults,9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Seen/talked to doctor for emotional/behavioral problem,,,CAU.265_00.000,, ,CHCSYREM,CHCSYREM,CHCSYREM,Did you see or talk to this general doctor because of an emotional or behavioral problem that (S.C. name) may have?,CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CHCSYR82 = '1',Sample children LE 17 years who have seen or talked to a general doctor during the past 12 months,None,None,general practitioner; emotional problem; behavioral problem,None,,,,,,,,
2017,Sample Child,CAU,Seen/talked to doctor for emotional/behavioral problem,1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Seen/talked to doctor for emotional/behavioral problem,2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Seen/talked to doctor for emotional/behavioral problem,7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Seen/talked to doctor for emotional/behavioral problem,8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Seen/talked to doctor for emotional/behavioral problem,9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Had well-child checkup, past 12 m",,,CAU.270_00.000,, ,CHPXYR_C,CHPEXYR,CHPXYR_C,"During the past 12 months did {S.C. name} receive a well-child checkup - - that is, a general checkup when {he/she} was not sick or injured?",CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,physical exam; well child check; check-up,None,,,,,,,,
2017,Sample Child,CAU,"Had well-child checkup, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Had well-child checkup, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Had well-child checkup, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Had well-child checkup, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Had well-child checkup, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",,,CAU.280_00.000,, ,CHERNOY2,CHERNOYR,CHERNOY2,"DURING THE PAST 12 MONTHS, HOW MANY TIMES has {S.C. name} gone to a HOSPITAL EMERGENCY ROOM about {his/her} health?  (This includes emergency room visits that resulted in a hospital admission.)",CSTATFLG='1' and  (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,emergency room visit (ER); emergency department visit (ED); critical care,Answer categories were expanded to show more detail in 2000.,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",00,None,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",01,1,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",02,2-3,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",03,4-5,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",04,6-7,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",05,8-9,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",06,10-12,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",07,13-15,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",08,16 or more,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",97,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",98,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"# times in ER/ED, past 12 m",99,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Most recent ER visit at night or on weekend,,,CAU.281_00.010,, ,CERVISND,CERVISND,CERVISND,"Thinking about [fill: S.C. name]'s most recent emergency room visit, did [fill: he/she ] go to the emergency room at night or on the weekend?",CSTATFLG='1'  and (AGE LE '017' and AGE NE ' ') and ('01' <= CHERNOY2 <='08'),Sample children LE 17 years who had at least one ER visit in the past year,None,None,emergency room visit (ER); emergency department visit (ED); critical care,New in 2011.,,,,,,,,
